x_m,y_m
-1.754896447624548338e+06,-2.994090162107091164e+05
-1.755305685571914772e+06,-2.995031320015829406e+05
-1.755665953234434361e+06,-2.992006074486098951e+05
-1.755945506285348674e+06,-2.984547795115000918e+05
-1.756054333464102354e+06,-2.968315166243035928e+05
-1.755957787956004264e+06,-2.962611123780850321e+05
-1.755993356000494445e+06,-2.958773084231608664e+05
-1.756300061716517899e+06,-2.952262770659545204e+05
-1.756794063787775813e+06,-2.949590999492366682e+05
-1.757898839888222050e+06,-2.947496514486789820e+05
-1.758677284814283717e+06,-2.946562669991434668e+05
-1.759291331171091646e+06,-2.943519021091770264e+05
-1.760068553541244473e+06,-2.938859180952240131e+05
-1.761393014236155432e+06,-2.935084931287351064e+05
-1.761934723898273660e+06,-2.935953847152514500e+05
-1.762689033089422388e+06,-2.941034455354957026e+05
-1.762791176594442921e+06,-2.945798749980941066e+05
-1.762835618415266974e+06,-2.958397464196023066e+05
-1.763741609228813555e+06,-2.965955009483180474e+05
-1.764390146899380488e+06,-2.977990593710531830e+05
-1.765105744254122488e+06,-2.978973588473768905e+05
-1.765404268872997258e+06,-2.968683299265395617e+05
-1.765962795148052042e+06,-2.965238824322105502e+05
-1.766713565154156648e+06,-2.965454514397821040e+05
-1.766970259212487843e+06,-2.960882801706122118e+05
-1.766560556829806883e+06,-2.949863564585494460e+05
-1.766497700022055535e+06,-2.936815121621221188e+05
-1.766169478213804075e+06,-2.919446284286050941e+05
-1.765063304215435870e+06,-2.906306829508714145e+05
-1.764507126316952752e+06,-2.896467435069345520e+05
-1.764340288645521505e+06,-2.890290088839766104e+05
-1.764745835902384017e+06,-2.869430165396840312e+05
-1.765491821194576332e+06,-2.859824062857473618e+05
-1.765983784637215547e+06,-2.855937041604856495e+05
-1.766389615493367892e+06,-2.848624192318624700e+05
-1.766694107730187010e+06,-2.835445830061734887e+05
-1.766782072643453255e+06,-2.821126476377488580e+05
-1.767167753073286032e+06,-2.806367978142792708e+05
-1.767588589417387731e+06,-2.786912624270748929e+05
-1.767967827017209493e+06,-2.783483879215071793e+05
-1.768833056997715030e+06,-2.776514514437451144e+05
-1.769761867912415648e+06,-2.769669090219995123e+05
-1.770577081688842736e+06,-2.767717997770750080e+05
-1.771295292949777795e+06,-2.768577314851302654e+05
-1.771804294710042421e+06,-2.772855810320150922e+05
-1.772269736258941935e+06,-2.777452700927244732e+05
-1.772689605383475078e+06,-2.783039725446114899e+05
-1.773305086360624759e+06,-2.786628797857408645e+05
-1.773773045335775707e+06,-2.789745735736807692e+05
-1.774264222320684232e+06,-2.795789040792514570e+05
-1.774438310708920006e+06,-2.802117366181178950e+05
-1.775499931383537594e+06,-2.834683128309946624e+05
-1.775827619138426846e+06,-2.845782411440568976e+05
-1.776205860407622764e+06,-2.862375050343921757e+05
-1.776265881057538791e+06,-2.889195695738245267e+05
-1.776069489496066002e+06,-2.891682571358662681e+05
-1.775504082735815551e+06,-2.893205952193557168e+05
-1.774657764130890835e+06,-2.903899187371404842e+05
-1.774387267127594678e+06,-2.911465380030102096e+05
-1.774373296100748237e+06,-2.915916794259196613e+05
-1.774883382047786145e+06,-2.938041056896374212e+05
-1.775046091777705355e+06,-2.954471237318280619e+05
-1.775373324134477414e+06,-2.961687837990443804e+05
-1.776043143177276477e+06,-2.984615927651175298e+05
-1.776035853572941618e+06,-2.992183882157208864e+05
-1.776802808245453751e+06,-3.002941642007490736e+05
-1.777245645229428774e+06,-3.006474804114724393e+05
-1.777374492225653259e+06,-3.002150284332341980e+05
-1.777414781862760894e+06,-2.992387108978340402e+05
-1.777178584701013984e+06,-2.985321991444396554e+05
-1.777045769044286571e+06,-2.982150109323633369e+05
-1.776897572736144066e+06,-2.977437563483040431e+05
-1.776798219787699170e+06,-2.970156835673258756e+05
-1.777171176461601863e+06,-2.966820196414965321e+05
-1.777617279746025335e+06,-2.968343492014858057e+05
-1.777998949730596505e+06,-2.972850326613272191e+05
-1.778047301492472645e+06,-2.977083398155155592e+05
-1.778269369172271574e+06,-2.980001547692316817e+05
-1.778612138358758064e+06,-2.985638296657757019e+05
-1.778806872964238049e+06,-2.988390865270519280e+05
-1.779603991487239022e+06,-2.986165440125244204e+05
-1.780539095718022669e+06,-2.986037934783466044e+05
-1.780787438054489437e+06,-2.984062835775032290e+05
-1.780887462874626974e+06,-2.979522904669088894e+05
-1.780560821067582117e+06,-2.976495273291521589e+05
-1.779961561889582314e+06,-2.975310785355461994e+05
-1.779186093491388950e+06,-2.968043451313060941e+05
-1.778916738753585611e+06,-2.963372520473830518e+05
-1.778313207450947491e+06,-2.954974123777015484e+05
-1.778080288570741657e+06,-2.949176292233974673e+05
-1.777781648998464458e+06,-2.944439045493336162e+05
-1.777485843827244593e+06,-2.943409264950781362e+05
-1.776645631835037842e+06,-2.943111713902451447e+05
-1.776409013868233422e+06,-2.941096297766317148e+05
-1.776089469664908713e+06,-2.936269037450162577e+05
-1.776223365692122374e+06,-2.930600807496365742e+05
-1.776556554546814645e+06,-2.928117949562026770e+05
-1.777030693800929235e+06,-2.927168907522946829e+05
-1.777795522278641583e+06,-2.927978924298781203e+05
-1.778409009987289784e+06,-2.939417700566563290e+05
-1.779463006214504363e+06,-2.947206740735791973e+05
-1.779770409675430739e+06,-2.947226456617591321e+05
-1.780199869558076607e+06,-2.944946932574310922e+05
-1.780570666876373114e+06,-2.945331364524089149e+05
-1.780956164646437159e+06,-2.947884060053168796e+05
-1.781242560349440668e+06,-2.948862540127680986e+05
-1.781534412744108355e+06,-2.947646950969815953e+05
-1.781724171127765439e+06,-2.942857115094314213e+05
-1.782288272693530424e+06,-2.939839409117610194e+05
-1.783246957906151190e+06,-2.947604307059938437e+05
-1.783813080264191609e+06,-2.959748996903478401e+05
-1.783981808029569453e+06,-2.963993141259411350e+05
-1.784217091956197983e+06,-2.966447084474696312e+05
-1.784671161023298744e+06,-2.973319881892344565e+05
-1.784641538858100539e+06,-2.987929055319862091e+05
-1.784956952282963786e+06,-2.991164531667961855e+05
-1.785485524219701067e+06,-2.994267302251329529e+05
-1.786061626673249993e+06,-3.001943387900074595e+05
-1.786170608777621994e+06,-3.008923361003728933e+05
-1.786302569083273178e+06,-3.040090354568102630e+05
-1.786433203411078081e+06,-3.046020969964287942e+05
-1.786255398590243887e+06,-3.050256014665903058e+05
-1.786113319489483023e+06,-3.052997233321322710e+05
-1.785627890235393075e+06,-3.052280061045913608e+05
-1.784439466393961338e+06,-3.051075220730831497e+05
-1.783759565323641989e+06,-3.055455038434165763e+05
-1.782564104894480901e+06,-3.054712022219960927e+05
-1.782074165378874866e+06,-3.055311178226879565e+05
-1.781698557952030329e+06,-3.057998491516121430e+05
-1.782018577831540257e+06,-3.061550042885147268e+05
-1.782559229553854093e+06,-3.061848429317437694e+05
-1.783028300631739432e+06,-3.064115847204294987e+05
-1.783428825050356798e+06,-3.067574300620531430e+05
-1.783871470824155724e+06,-3.073518243735471042e+05
-1.784339858168596402e+06,-3.075572993131459225e+05
-1.784756389323494863e+06,-3.077399517938569770e+05
-1.785195107189931441e+06,-3.075698445206927136e+05
-1.785516473580093356e+06,-3.070041571508662309e+05
-1.786502840311032487e+06,-3.067128346214480698e+05
-1.787201120726187248e+06,-3.060487919097281992e+05
-1.787537459807892097e+06,-3.058836832448011846e+05
-1.788131233142973157e+06,-3.057686467730247532e+05
-1.788586852975700749e+06,-3.059997650124988868e+05
-1.789032524001748301e+06,-3.066446541561668855e+05
-1.790122586948815500e+06,-3.068943093371334253e+05
-1.790625410200604470e+06,-3.070551276510905009e+05
-1.790864295667103492e+06,-3.073386314559800085e+05
-1.791364553744699107e+06,-3.080688707955381833e+05
-1.791802832493937109e+06,-3.081157482706009760e+05
-1.792606933214480290e+06,-3.078369845154255745e+05
-1.792918218145016348e+06,-3.075335766657572240e+05
-1.793532629294415703e+06,-3.073491154980161227e+05
-1.793907635631761281e+06,-3.073996088308424805e+05
-1.794283343755031470e+06,-3.079165358027493348e+05
-1.794705415407471824e+06,-3.087971953182840371e+05
-1.794735313342599664e+06,-3.094111227965790895e+05
-1.793708020748187555e+06,-3.111564283732543699e+05
-1.793499574460114352e+06,-3.115658035866004066e+05
-1.793138823803844163e+06,-3.119072891151264193e+05
-1.792598442066172836e+06,-3.120963553258174798e+05
-1.792010303128946107e+06,-3.121847445491527906e+05
-1.791836525774328969e+06,-3.124920181176186888e+05
-1.791870988211677875e+06,-3.127965095566841192e+05
-1.792178912304948550e+06,-3.133049787331377738e+05
-1.792614880813912721e+06,-3.136995224185979459e+05
-1.792579994858747814e+06,-3.140998353736287681e+05
-1.792460895046242280e+06,-3.145879831800829852e+05
-1.792688455028468510e+06,-3.151897149695401895e+05
-1.793219202146591386e+06,-3.158248632250243099e+05
-1.793537934611878125e+06,-3.163705311304508359e+05
-1.793750697533058235e+06,-3.169755310454291757e+05
-1.793791074546475196e+06,-3.176603266679260414e+05
-1.793643429776614066e+06,-3.180571429768519592e+05
-1.793374217073139502e+06,-3.183057256377730519e+05
-1.792831074822955066e+06,-3.191473761640786543e+05
-1.792909784685196821e+06,-3.196798870175005868e+05
-1.793349784546471667e+06,-3.203876602638290497e+05
-1.793693353147936519e+06,-3.222742104012530763e+05
-1.794135101351276971e+06,-3.239928487925083027e+05
-1.794830222127295332e+06,-3.241235593668223009e+05
-1.795156537207572721e+06,-3.245396704882899066e+05
-1.795605351878397865e+06,-3.253045603879867704e+05
-1.795710945604003035e+06,-3.259408843564699055e+05
-1.796100238916237140e+06,-3.265150473811306292e+05
-1.796085125522689195e+06,-3.268250963975248742e+05
-1.796203604961492587e+06,-3.272323909209006815e+05
-1.796165786746914266e+06,-3.278925002366428380e+05
-1.796104696778981015e+06,-3.286032837536499719e+05
-1.795747416002975078e+06,-3.298765075297072181e+05
-1.795155245216489071e+06,-3.313217672785433824e+05
-1.795107127284306567e+06,-3.321036627337806276e+05
-1.794612406058484688e+06,-3.331434526407854864e+05
-1.794391502039258368e+06,-3.339199083664796199e+05
-1.793710862094846554e+06,-3.356118759375933441e+05
-1.792580192075490952e+06,-3.371559437945054378e+05
-1.792616469705002848e+06,-3.390997803116835421e+05
-1.791935016298080329e+06,-3.431237493756773765e+05
-1.791800673418984981e+06,-3.448064619800628861e+05
-1.791339919644206297e+06,-3.465959064777530148e+05
-1.790932613316660281e+06,-3.478611901516328217e+05
-1.790349148443860002e+06,-3.487073494761975016e+05
-1.789940292796190130e+06,-3.497559334410633310e+05
-1.789532248914150754e+06,-3.503347962740182993e+05
-1.789800662729771342e+06,-3.534863136232825345e+05
-1.789766538007063093e+06,-3.546266800040330272e+05
-1.790098123668833403e+06,-3.548467155506279669e+05
-1.790362730423587374e+06,-3.553434387281289673e+05
-1.790356842327025719e+06,-3.568260337488302612e+05
-1.790533868085042574e+06,-3.574610116728746216e+05
-1.790497712424476165e+06,-3.582204302133928868e+05
-1.790191149438189575e+06,-3.588808478845949285e+05
-1.789444721958038164e+06,-3.595085496159917675e+05
-1.788574837631076574e+06,-3.607473162148725823e+05
-1.788409281774470815e+06,-3.612980941396370181e+05
-1.787902794967880240e+06,-3.623848233438692987e+05
-1.786739950247811386e+06,-3.635961330042475020e+05
-1.786550939897184726e+06,-3.645829541140116053e+05
-1.786807901512386743e+06,-3.659617578719310695e+05
-1.786827241442191415e+06,-3.664320639323883806e+05
-1.786699884797605686e+06,-3.668254447629244532e+05
-1.785750124370728852e+06,-3.681168119547136594e+05
-1.785314651467564981e+06,-3.688957747920010006e+05
-1.785232457772484282e+06,-3.695938019310360542e+05
-1.785820066163056763e+06,-3.700689948606144753e+05
-1.786075144273482962e+06,-3.724252797935125418e+05
-1.786699533626297954e+06,-3.734254545049677836e+05
-1.787074875882624416e+06,-3.734244282280618791e+05
-1.787450168973401655e+06,-3.737999522650561994e+05
-1.787824540381428087e+06,-3.754250162238904159e+05
-1.786699915581347421e+06,-3.788001418981560273e+05
-1.785075039366099983e+06,-3.803000200486317044e+05
-1.784700056390573038e+06,-3.845499908867670456e+05
-1.783825108387220185e+06,-3.858003621157243033e+05
-1.783575120188218774e+06,-3.870501850852470379e+05
-1.782574861080681672e+06,-3.881744642830438679e+05
-1.782324680849924218e+06,-3.906752076944093569e+05
-1.780700393492592499e+06,-3.922997387171661248e+05
-1.780075294218007242e+06,-3.935500760967215756e+05
-1.779449971824273933e+06,-3.984251763409617706e+05
-1.779575409366659587e+06,-4.014245301868669922e+05
-1.779074609519118443e+06,-4.021750196199176717e+05
-1.779074894135568757e+06,-4.029251527510345913e+05
-1.779699757986452198e+06,-4.041749817579194205e+05
-1.780199826191631379e+06,-4.074246124316416681e+05
-1.780824776803036220e+06,-4.079250153153015999e+05
-1.781200661999510601e+06,-4.076746350910738111e+05
-1.781699740743888542e+06,-4.077998481398292934e+05
-1.782199749108965043e+06,-4.081750349132100819e+05
-1.782574817051860038e+06,-4.084248181459987536e+05
-1.783324642874942627e+06,-4.090505168560267193e+05
-1.783825183762477245e+06,-4.102996123522785492e+05
-1.784200114021050511e+06,-4.104248740398695809e+05
-1.784700249410668854e+06,-4.104248210129637737e+05
-1.785200156457976904e+06,-4.106749402292169980e+05
-1.785450070214888779e+06,-4.109246884132170817e+05
-1.785450460456341738e+06,-4.114244885398700135e+05
-1.785700056219451362e+06,-4.116753214930968825e+05
-1.786075151120459661e+06,-4.117998675964265713e+05
-1.786575338454209734e+06,-4.117999432354905293e+05
-1.786825118606226286e+06,-4.120499599068893585e+05
-1.787574459532454843e+06,-4.131754869666327722e+05
-1.787699744436091278e+06,-4.146751917329429998e+05
-1.788699956901135622e+06,-4.155497997608299484e+05
-1.789198995450988645e+06,-4.165497219177014777e+05
-1.789700328351675766e+06,-4.165498699122460675e+05
-1.789949727022431325e+06,-4.167998826103190077e+05
-1.790574564654050861e+06,-4.167995948544695275e+05
-1.791075601431326475e+06,-4.169242687076078146e+05
-1.792074956098511349e+06,-4.180505352111787070e+05
-1.792554098894593306e+06,-4.219788901062516379e+05
-1.793574057683954015e+06,-4.236748962996784248e+05
-1.793949804430464515e+06,-4.239250709539388772e+05
-1.794575228121926542e+06,-4.244250985951074981e+05
-1.794950024299734971e+06,-4.248004546979011502e+05
-1.795450225750308950e+06,-4.250501207485318882e+05
-1.796449629270536127e+06,-4.250502731720675365e+05
-1.796824566866154084e+06,-4.254250024346078862e+05
-1.797200347481298493e+06,-4.254250151991609018e+05
-1.797575318754315143e+06,-4.250497103389131953e+05
-1.798324968732013134e+06,-4.251753893928815960e+05
-1.798574658348461613e+06,-4.249249073978443630e+05
-1.800074838801635662e+06,-4.248005481332355994e+05
-1.800699918399287388e+06,-4.241745660194923985e+05
-1.801199918802625500e+06,-4.243004474883368821e+05
-1.801574495433987351e+06,-4.240504155663562124e+05
-1.802199966255971463e+06,-4.241753494866938563e+05
-1.802575837730619358e+06,-4.243002954490729608e+05
-1.802700817516796058e+06,-4.247999479060994927e+05
-1.803199884866177570e+06,-4.245495677738782251e+05
-1.803699925398989581e+06,-4.246754101960367407e+05
-1.804325349049329991e+06,-4.255499951883126632e+05
-1.804824881812872365e+06,-4.257997336121895351e+05
-1.805074748530166689e+06,-4.260494988682437688e+05
-1.805700349802156445e+06,-4.268003241979859304e+05
-1.806574674444337143e+06,-4.265498089245574665e+05
-1.808075188891215716e+06,-4.265502896366094938e+05
-1.808324613890288398e+06,-4.261749917018490378e+05
-1.808824909272140823e+06,-4.263000169427739456e+05
-1.809449646673836745e+06,-4.264248731251518475e+05
-1.809950026694800006e+06,-4.266750828207733575e+05
-1.811076258182283724e+06,-4.273000354980774573e+05
-1.811200133459094679e+06,-4.279250730286720791e+05
-1.811825134724481963e+06,-4.285496158689818112e+05
-1.812325370087281568e+06,-4.286750713182852487e+05
-1.812449949568799231e+06,-4.291744998255876708e+05
-1.812824751410183497e+06,-4.291755560593846603e+05
-1.813075311987085734e+06,-4.296754644075181568e+05
-1.813700131997332443e+06,-4.300500495184798492e+05
-1.814825390129133826e+06,-4.301749478897867375e+05
-1.815075120634184219e+06,-4.306742541956012719e+05
-1.815699957061716123e+06,-4.305497689194690902e+05
-1.816074909660204547e+06,-4.310494202284299536e+05
-1.816450839015202597e+06,-4.311744182447985513e+05
-1.816700097938800463e+06,-4.316751802697688108e+05
-1.817824880395804066e+06,-4.316744547027396038e+05
-1.818325936249774182e+06,-4.316757828822683659e+05
-1.819324707287139492e+06,-4.326745580481004436e+05
-1.819950204239724437e+06,-4.330496671079586959e+05
-1.820825918801323744e+06,-4.330500227854594123e+05
-1.821325071316883666e+06,-4.335500434313357109e+05
-1.821824958892931463e+06,-4.334250119868246838e+05
-1.822325043762124609e+06,-4.338003854314972996e+05
-1.822824670432180632e+06,-4.340496134375642869e+05
-1.823199911310538417e+06,-4.340496908472399227e+05
-1.823450228491191519e+06,-4.343001755946252379e+05
-1.823824657938488526e+06,-4.343000478165833629e+05
-1.824450221786965616e+06,-4.346749271421398735e+05
-1.824574263721289579e+06,-4.350495637463294552e+05
-1.824950104795209831e+06,-4.351751342060137540e+05
-1.825449799353422830e+06,-4.357998918741802336e+05
-1.825826252307201736e+06,-4.361745087194881053e+05
-1.826950308031417895e+06,-4.361756021964897518e+05
-1.827950093301268527e+06,-4.361755470861204667e+05
-1.828575349109041505e+06,-4.356752351290806546e+05
-1.830324729061567923e+06,-4.350495802967472700e+05
-1.831074989928978495e+06,-4.353000376122705056e+05
-1.832074778626316926e+06,-4.350500966024901136e+05
-1.832074467092467239e+06,-4.354252682943968102e+05
-1.832449651377972914e+06,-4.354257593316939892e+05
-1.832825108409051783e+06,-4.353004617242714739e+05
-1.833449496877994854e+06,-4.353002021827199496e+05
-1.833949571003844496e+06,-4.346750106693143607e+05
-1.834700019667060114e+06,-4.348002412182984990e+05
-1.835075152109083021e+06,-4.343007655992592918e+05
-1.835449830831687665e+06,-4.344245404663466616e+05
-1.835950275076779770e+06,-4.344252660053598229e+05
-1.836074744580358034e+06,-4.340499166763087269e+05
-1.837103070610335330e+06,-4.337418569048729260e+05
-1.838591839245720301e+06,-4.330494011680338299e+05
-1.839825456811019452e+06,-4.304256303228982724e+05
-1.840574970303692855e+06,-4.301749896764013101e+05
-1.841450111268651439e+06,-4.292997609066595905e+05
-1.842325750394668430e+06,-4.291749052754470031e+05
-1.842825009841891937e+06,-4.280496174870559480e+05
-1.843825132532103453e+06,-4.277996114061058615e+05
-1.844199940316455206e+06,-4.274249180922508240e+05
-1.846063636257393984e+06,-4.237890003032856039e+05
-1.845952269035969861e+06,-4.224658467675740831e+05
-1.845326966404536273e+06,-4.212161174085157108e+05
-1.845325048852548702e+06,-4.199252554727320676e+05
-1.839452174652526621e+06,-4.201404123165808851e+05
-1.832261225373030407e+06,-4.201110615031952038e+05
-1.827946655805332586e+06,-4.187315732740673120e+05
-1.823866892744720448e+06,-4.192892387283956050e+05
-1.818935956095922971e+06,-4.191131338480814011e+05
-1.815942173130581621e+06,-4.185261175803674269e+05
-1.812654882031383226e+06,-4.172346817913966370e+05
-1.809132784425099380e+06,-4.147692134669979569e+05
-1.803908339642445091e+06,-4.076076150008873665e+05
-1.802440798973160097e+06,-4.016787506969761453e+05
-1.802205992466074880e+06,-3.978044433300639503e+05
-1.801149363184189657e+06,-3.949867652450368041e+05
-1.799888439164433861e+06,-3.923679230501594720e+05
-1.799623120888133300e+06,-3.918168773993813084e+05
-1.799505717634590575e+06,-3.860641179757842910e+05
-1.799505717634590575e+06,-3.816027943411580636e+05
-1.800327540409390116e+06,-3.786677130025881343e+05
-1.801340143471196992e+06,-3.747200286022115615e+05
-1.803101192274338799e+06,-3.742504155880403705e+05
-1.803819861362947151e+06,-3.715717398941361462e+05
-1.805038345957794925e+06,-3.670301154951584176e+05
-1.806623289880622877e+06,-3.607490414306187886e+05
-1.807562515908965142e+06,-3.572856454511063057e+05
-1.807679919162507867e+06,-3.552897901408788166e+05
-1.808208233803450363e+06,-3.532939348306512693e+05
-1.809734476099506719e+06,-3.485978046889394172e+05
-1.811612928156191483e+06,-3.446647956952557433e+05
-1.811495524902648758e+06,-3.391468427787443507e+05
-1.809440967965649907e+06,-3.322787524464908056e+05
-1.809323564712106949e+06,-3.268782027835221961e+05
-1.810086685860135127e+06,-3.249410491000660113e+05
-1.812493452557762619e+06,-3.191295880496976315e+05
-1.813784888346733293e+06,-3.146682644150713459e+05
-1.812669557438076707e+06,-3.096786261395025067e+05
-1.810732403754620580e+06,-3.036323585820485605e+05
-1.810145387486906489e+06,-2.989949300671080709e+05
-1.810260039801930310e+06,-2.926815911126597784e+05
-1.808617419990507187e+06,-2.842457150407086592e+05
-1.807653819056421751e+06,-2.795576611063665478e+05
-1.803583245268960251e+06,-2.795002159042484709e+05
-1.797759344238141552e+06,-2.693506085475521395e+05
-1.790245536011402495e+06,-2.616019938137276040e+05
-1.786488631898032967e+06,-2.569058636720157810e+05
-1.779796646446093917e+06,-2.466917806137925072e+05
-1.774630903290210757e+06,-2.396475854012247291e+05
-1.772048031712269178e+06,-2.363602943020264502e+05
-1.767117095063471701e+06,-2.323685836815713847e+05
-1.759485883583190152e+06,-2.272028405256883707e+05
-1.748684784257252933e+06,-2.203934518202061881e+05
-1.745343903801544104e+06,-2.175818197535205982e+05
-1.736827055649430258e+06,-2.104141752690685098e+05
-1.730135070197490975e+06,-2.019611410139871878e+05
-1.728139214887263486e+06,-1.959735750833046040e+05
-1.727996692113891942e+06,-1.913415849487346713e+05
-1.731793391153783072e+06,-1.859502723120893934e+05
-1.735902505027781008e+06,-1.742099469578099088e+05
-1.742359683972634608e+06,-1.636436541389583435e+05
-1.747290620621431619e+06,-1.481464246713094180e+05
-1.752925976791485678e+06,-1.352320667816019559e+05
-1.755039235355256125e+06,-1.227873219060656847e+05
-1.755039235355256125e+06,-1.129254486084708915e+05
-1.748464653156859567e+06,-8.521828077237124671e+04
-1.747525427128517069e+06,-6.220724307798341033e+04
-1.744707749043490039e+06,-3.543930127022613306e+04
-1.749638685692287516e+06,-1.618516768920773757e+04
-1.747055814114345936e+06,-7.497326927040900046e+03
-1.742594490479719592e+06,6.825870005180098815e+03
-1.735315488760066452e+06,1.645293679568928201e+04
-1.722401130870359018e+06,2.654961660036965623e+04
-1.711365225037336349e+06,4.157723305384743435e+04
-1.698450867147628684e+06,6.411865773406409426e+04
-1.690702252413804410e+06,7.210207897497415252e+04
-1.680733849083097884e+06,8.310885765262920177e+04
-1.679431540073696058e+06,8.454682385051043821e+04
-1.666751988691074075e+06,9.464350365519081242e+04
-1.655122517083266517e+06,1.030702441424705612e+05
-1.646955338432674762e+06,9.668963582169584697e+04
-1.625771718807702418e+06,8.571498950996328495e+04
-1.597697042196293594e+06,7.907915685635752743e+04
-1.588253741881547030e+06,7.805825952503358712e+04
-1.564773103261096170e+06,8.112095151900546625e+04
-1.548183521627082024e+06,8.341797051448439015e+04
-1.539761118643659167e+06,7.984482985485054087e+04
-1.535677529318363406e+06,7.474034319823072292e+04
-1.516724773436408956e+06,4.775083983520418406e+04
-1.504031591382722836e+06,3.042396449042088352e+04
-1.489228580078525469e+06,1.485528018773050280e+04
-1.479783400428376393e+06,5.574549001032457454e+03
-1.471616221777784871e+06,-4.379199979376164265e+03
-1.460131126800390193e+06,-1.586429495677069644e+04
-1.450432602152812760e+06,-2.045833294772851514e+04
-1.438977765798544744e+06,-2.699399305494150030e+04
-1.425450876158502186e+06,-3.133280671306833392e+04
-1.412434435184121830e+06,-3.694774203535010747e+04
-1.390485142560656881e+06,-4.639104235009672993e+04
-1.373513664095097221e+06,-5.152766696524572035e+04
-1.361007671786378603e+06,-5.510080762487956963e+04
-1.351464198925239267e+06,-5.619719792515934387e+04
-1.336198885489260545e+06,-5.490203468977521698e+04
-1.327054164517771685e+06,-5.358255801519363013e+04
-1.307916627803495154e+06,-5.044481059413034382e+04
-1.295237725330028217e+06,-4.510237020522535022e+04
-1.274687088857284514e+06,-2.601143079804106674e+04
-1.259330896545035765e+06,-3.169389088309426370e+03
-1.248224078176373150e+06,5.962119279887308949e+03
-1.233957064525131835e+06,1.278475135473983755e+04
-1.215288843424105551e+06,1.821288725577482546e+04
-1.199482276792754652e+06,2.095589262996174511e+04
-1.187659179490282666e+06,2.309599406908599485e+04
-1.177799747861632146e+06,1.023517659040951366e+04
-1.170751204093579203e+06,2.808631453323661844e+03
-1.128655415467531420e+06,-2.443071244307821325e+04
-1.111520701159513788e+06,-3.442781643391343823e+04
-1.089148369386684382e+06,-5.167698611713359423e+04
-1.059379777650240809e+06,-7.341456300705503963e+04
-1.041226712060711347e+06,-8.673537491976162710e+04
-1.020634825665425393e+06,-1.118286441012229188e+05
-1.014410310993951396e+06,-1.227763845321912522e+05
-1.003718694105209433e+06,-1.335376810893655638e+05
-1.001191667210948886e+06,-1.366135886373027752e+05
-9.997219940809414256e+05,-1.392116029365347640e+05
-9.994108047850561561e+05,-1.429725497849500680e+05
-9.974769633265584707e+05,-1.550370216104228748e+05
-1.000084877694693743e+06,-1.663737201312284742e+05
-1.008363358163382160e+06,-1.811073881035423256e+05
-1.013599085668913205e+06,-1.903030425679617911e+05
-1.022809818415536312e+06,-2.022399737412430695e+05
-1.036932965387611068e+06,-2.200092893423564965e+05
-1.054226202131046215e+06,-2.392100765487305180e+05
-1.066680147825583350e+06,-2.612695381482731609e+05
-1.076617980903718853e+06,-2.787059162209632923e+05
-1.078496432960403385e+06,-2.878198635327157681e+05
-1.081135386309566908e+06,-2.967364767029718496e+05
-1.083832517314390978e+06,-3.111061176976177376e+05
-1.088495296676260419e+06,-3.597095788152916357e+05
-1.087370602301265113e+06,-4.035019124675515923e+05
-1.086207575328637846e+06,-4.487868061810847139e+05
-1.088086027385322377e+06,-4.666321007195875281e+05
-1.098887126711258432e+06,-4.863558473147748155e+05
-1.115323582207247848e+06,-5.276817925618340960e+05
-1.131760037703237263e+06,-5.821569022056850372e+05
-1.144439589085857617e+06,-6.112729090842946898e+05
-1.159467205539334798e+06,-6.511900152888403973e+05
-1.170737917879443849e+06,-6.979165101988676470e+05
-1.188793528361294419e+06,-7.521001285611514468e+05
-1.198351232074652798e+06,-7.704390511303329840e+05
-1.204524819611754501e+06,-7.819335476176899392e+05
-1.208093427301394520e+06,-8.071029538102771621e+05
-1.209309379978790879e+06,-8.272339444884050172e+05
-1.207088056694933912e+06,-8.484254517260421999e+05
-1.201967183321828488e+06,-8.596981935808296548e+05
-1.212360740802143468e+06,-8.522473536067823879e+05
-1.224173190243429272e+06,-8.420440088465836598e+05
-1.240013175173061900e+06,-8.403780206696563400e+05
-1.244474498807688011e+06,-8.429608922475978034e+05
-1.248466209428142989e+06,-8.483614419105661800e+05
-1.251753500527340919e+06,-8.516487330097642262e+05
-1.255275598133624764e+06,-8.500050874601652613e+05
-1.262319793346192222e+06,-8.429608922475978034e+05
-1.264667858417048119e+06,-8.316901799074899172e+05
-1.265484329505174421e+06,-8.286529074596599676e+05
-1.266433071634290973e+06,-8.251235867393466178e+05
-1.270538021094187628e+06,-8.098531747485308442e+05
-1.272181666643786710e+06,-7.937689290131684393e+05
-1.275838761758685345e+06,-7.864192686133841053e+05
-1.280093686776876450e+06,-7.820631174402098404e+05
-1.291083590464175912e+06,-7.713449075864955084e+05
-1.304584964621596737e+06,-7.633614863455857849e+05
-1.309490840158617124e+06,-7.587086819778713398e+05
-1.313742418397934409e+06,-7.530300000338201644e+05
-1.319612581075074151e+06,-7.530300000338201644e+05
-1.329709260879753856e+06,-7.502123219487931347e+05
-1.337692682120663812e+06,-7.493904991739933612e+05
-1.345910909868658753e+06,-7.495079024275363190e+05
-1.352602895320598036e+06,-7.511515479771352839e+05
-1.361408139336306835e+06,-7.537344195550765144e+05
-1.368687141055959975e+06,-7.592523724715877324e+05
-1.381718902199209668e+06,-7.684098262479254045e+05
-1.389584920186576666e+06,-7.720493271077519748e+05
